x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0.0,0.0,-0.04580801725387573,-0.013405203819274902,-0.08613884449005127,-0.09364926815032959,-0.09997904300689697,-0.1680367887020111,-0.1065034568309784,-0.2251160442829132,-0.07378408312797546,-0.16552609205245972,-0.08468183875083923,-0.21024495363235474,-0.07542076706886292,-0.15096762776374817,-0.06655427813529968,-0.10529041290283203,-0.04600745439529419,-0.16932842135429382,-0.05820751190185547,-0.21721351146697998,-0.04885971546173096,-0.13727843761444092,-0.041329920291900635,-0.09166580438613892,-0.017430663108825684,-0.16632425785064697,-0.029451370239257812,-0.21389520168304443,-0.02605283260345459,-0.13243812322616577,-0.021430790424346924,-0.08605271577835083,0.013845860958099365,-0.15564429759979248,-0.0033096671104431152,-0.18928855657577515,-0.005967080593109131,-0.13020145893096924,-0.0028418302536010742,-0.0951845645904541,A
0.0,0.0,-0.04700833559036255,-0.018125414848327637,-0.08670127391815186,-0.10031360387802124,-0.10037332773208618,-0.17677956819534302,-0.10682660341262817,-0.23475924134254456,-0.07336369156837463,-0.17590636014938354,-0.0838870108127594,-0.21910718083381653,-0.07491013407707214,-0.16094252467155457,-0.06563365459442139,-0.11206161975860596,-0.04573184251785278,-0.1800592839717865,-0.05737626552581787,-0.22438323497772217,-0.048493266105651855,-0.1456151008605957,-0.0404086709022522,-0.09631133079528809,-0.016876637935638428,-0.17735695838928223,-0.028621315956115723,-0.22120404243469238,-0.025133132934570312,-0.1425204873085022,-0.02052450180053711,-0.09479498863220215,0.01348191499710083,-0.16644209623336792,-0.002929866313934326,-0.19730716943740845,-0.006168186664581299,-0.13969522714614868,-0.0031884312629699707,-0.10338813066482544,A
0.0,0.0,-0.046705424785614014,-0.01445317268371582,-0.0867641270160675,-0.09598851203918457,-0.10072174668312073,-0.17173117399215698,-0.10816970467567444,-0.22857525944709778,-0.0742085874080658,-0.17055946588516235,-0.0852954089641571,-0.21594694256782532,-0.0760522186756134,-0.1557326316833496,-0.06662461161613464,-0.10735535621643066,-0.04690366983413696,-0.17367467284202576,-0.05991896986961365,-0.22266116738319397,-0.050317198038101196,-0.14210271835327148,-0.04140663146972656,-0.09477996826171875,-0.01822197437286377,-0.17141854763031006,-0.03146004676818848,-0.21906781196594238,-0.02746361494064331,-0.13776516914367676,-0.021849632263183594,-0.09182584285736084,0.01282048225402832,-0.1618446707725525,-0.0047667622566223145,-0.1955568492412567,-0.006992220878601074,-0.13746285438537598,-0.002903878688812256,-0.10364770889282227,A
0.0,0.0,-0.04738375544548035,-0.017162799835205078,-0.08610585331916809,-0.09834343194961548,-0.0997433066368103,-0.1736680269241333,-0.10846102237701416,-0.22881737351417542,-0.07394722104072571,-0.17169532179832458,-0.08516788482666016,-0.21444106101989746,-0.07530751824378967,-0.1564021110534668,-0.06496134400367737,-0.1086350679397583,-0.046548664569854736,-0.17598837614059448,-0.05931574106216431,-0.22336065769195557,-0.049736201763153076,-0.14451682567596436,-0.04033982753753662,-0.09603029489517212,-0.018018484115600586,-0.17342156171798706,-0.03053337335586548,-0.2191479206085205,-0.026787757873535156,-0.139939546585083,-0.02080249786376953,-0.09298264980316162,0.012786567211151123,-0.16273105144500732,-0.004368305206298828,-0.19388702511787415,-0.0070192813873291016,-0.13687092065811157,-0.0028038620948791504,-0.10230892896652222,A
0.0,0.0,-0.04685235023498535,-0.01610434055328369,-0.08699816465377808,-0.09778141975402832,-0.10120144486427307,-0.17234230041503906,-0.1084151566028595,-0.22840341925621033,-0.0749979019165039,-0.16750022768974304,-0.08633959293365479,-0.21460354328155518,-0.07635033130645752,-0.1563011109828949,-0.06635159254074097,-0.10787332057952881,-0.04765978455543518,-0.17203599214553833,-0.0604017972946167,-0.22294199466705322,-0.050509124994277954,-0.14404213428497314,-0.04162287712097168,-0.09479904174804688,-0.018799126148223877,-0.17092585563659668,-0.031861841678619385,-0.2183765470981598,-0.027593016624450684,-0.13794487714767456,-0.022322773933410645,-0.09054553508758545,0.012005329132080078,-0.1625145673751831,-0.005050241947174072,-0.19685736298561096,-0.007173299789428711,-0.13908487558364868,-0.0033957362174987793,-0.1036270260810852,A
0.0,0.0,-0.04744863510131836,-0.01659470796585083,-0.0869530439376831,-0.0984376072883606,-0.10084357857704163,-0.17465588450431824,-0.10943922400474548,-0.2309902310371399,-0.07512113451957703,-0.17299509048461914,-0.08717203140258789,-0.21877673268318176,-0.07780653238296509,-0.16122782230377197,-0.06794914603233337,-0.11312270164489746,-0.04769009351730347,-0.1782064437866211,-0.06115520000457764,-0.22507166862487793,-0.05123177170753479,-0.14565438032150269,-0.041815757751464844,-0.09675109386444092,-0.018892407417297363,-0.1767576038837433,-0.032012939453125,-0.2208954393863678,-0.02771085500717163,-0.14088547229766846,-0.02202284336090088,-0.09343838691711426,0.012091517448425293,-0.16754764318466187,-0.005138993263244629,-0.1992846429347992,-0.007563412189483643,-0.141401469707489,-0.0037831664085388184,-0.10581707954406738,A
0.0,0.0,-0.046499043703079224,-0.014686107635498047,-0.08582264184951782,-0.09629619121551514,-0.09897756576538086,-0.17221587896347046,-0.10792160034179688,-0.22738301753997803,-0.07383140921592712,-0.16922447085380554,-0.08513385057449341,-0.2145400047302246,-0.0762372612953186,-0.15635302662849426,-0.06682419776916504,-0.10828590393066406,-0.046573489904403687,-0.17357459664344788,-0.059211552143096924,-0.22169089317321777,-0.05030927062034607,-0.14203625917434692,-0.04116708040237427,-0.09294646978378296,-0.018001198768615723,-0.17131951451301575,-0.02997589111328125,-0.21750548481941223,-0.027107179164886475,-0.13795697689056396,-0.02199310064315796,-0.09067392349243164,0.012775182723999023,-0.16153311729431152,-0.0028429031372070312,-0.195280522108078,-0.006288111209869385,-0.13778811693191528,-0.003101944923400879,-0.10227000713348389,A
0.0,0.0,-0.04673132300376892,-0.019226133823394775,-0.08480679988861084,-0.09918487071990967,-0.09828153252601624,-0.1715908646583557,-0.10568627715110779,-0.22691741585731506,-0.07386696338653564,-0.1694733202457428,-0.08421570062637329,-0.21189558506011963,-0.07533061504364014,-0.15545403957366943,-0.06664028763771057,-0.1085660457611084,-0.04659461975097656,-0.1742669939994812,-0.05794304609298706,-0.22026875615119934,-0.04917711019515991,-0.14345577359199524,-0.04084908962249756,-0.09526932239532471,-0.01799464225769043,-0.17188408970832825,-0.02914595603942871,-0.21719303727149963,-0.02600264549255371,-0.13970226049423218,-0.021139860153198242,-0.0922236442565918,0.012677192687988281,-0.16120582818984985,-0.0031581521034240723,-0.1941148042678833,-0.005793333053588867,-0.13729900121688843,-0.0023249387741088867,-0.10188466310501099,A
0.0,0.0,-0.04680287837982178,-0.018324732780456543,-0.08487892150878906,-0.10009187459945679,-0.0976814329624176,-0.17523083090782166,-0.10563945770263672,-0.2305728793144226,-0.07334926724433899,-0.17102468013763428,-0.08432826399803162,-0.21443060040473938,-0.07565730810165405,-0.15547281503677368,-0.06685888767242432,-0.10858422517776489,-0.04598328471183777,-0.1757456660270691,-0.05799335241317749,-0.2226792275905609,-0.049583226442337036,-0.14438140392303467,-0.04122114181518555,-0.09708523750305176,-0.017463326454162598,-0.17298367619514465,-0.029043734073638916,-0.2187258005142212,-0.02622699737548828,-0.14004260301589966,-0.021235167980194092,-0.09353113174438477,0.013169527053833008,-0.16206538677215576,-0.0032272934913635254,-0.19584473967552185,-0.006070435047149658,-0.13848578929901123,-0.0023946166038513184,-0.10332262516021729,A
0.0,0.0,-0.04680824279785156,-0.016628563404083252,-0.08555588126182556,-0.09781301021575928,-0.09894901514053345,-0.17155969142913818,-0.10643163323402405,-0.22687089443206787,-0.07338407635688782,-0.16793879866600037,-0.08437192440032959,-0.21097242832183838,-0.07554584741592407,-0.1522865891456604,-0.06668269634246826,-0.10661405324935913,-0.04606735706329346,-0.17297914624214172,-0.05839747190475464,-0.22145774960517883,-0.04977518320083618,-0.14339178800582886,-0.041604697704315186,-0.09721589088439941,-0.01762378215789795,-0.17097368836402893,-0.030204057693481445,-0.21774646639823914,-0.02675861120223999,-0.1378059983253479,-0.02150130271911621,-0.09174048900604248,0.01304173469543457,-0.16101616621017456,-0.003504931926727295,-0.19462281465530396,-0.005827128887176514,-0.13674509525299072,-0.0018922090530395508,-0.1021033525466919,A
